地区1,地区2,地区3,備考,,もやすごみ,生ごみ,びん・カン,プラマークごみ,ペットボトル,こわすごみ,危険ごみ,布類,うめるごみ
三ノ輪町,字白山,,,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
三ノ輪町,字本興寺,,,つつじが丘校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
三ノ輪町,字三ノ輪,豊校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
三ノ輪町,字三ノ輪,向山校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
三ノ輪町一丁目,1～81-9999,,,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
三ノ輪町一丁目,82～90-9999,,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
三ノ輪町一丁目,91～94-9999,,,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
三ノ輪町二丁目、三丁目,,,,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
三ノ輪町四丁目,1～75-9999,,,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
三ノ輪町四丁目,76～82-9999,,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
三ノ輪町四丁目,83～83-9999,,,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
三ノ輪町四丁目,84～85-9999,,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
三ノ輪町五丁目,下記以外,,,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
三ノ輪町五丁目,90～90-2,,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
三ノ輪町五丁目,91-2～91-3,,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
宮下町,,,,東田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
向山大池町,,,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向山台町,新川校区,,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,新川校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
向山台町,向山校区,,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向山町,下記以外,,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向山町,字一本松,1～1-9999,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向山町,字一本松,2～30-9999,,新川校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
向山町,字庚申下,1-1,,新川校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
向山町,字庚申下,6～6-9999,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向山町,字庚申下,7～40-9999,,新川校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
向山町,字七面,,,松山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
向山町,字三ッ塚,向山校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向山町,字三ッ塚,新川校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,新川校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
向山西町,,,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向山東町,,,,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向草間町,字北新切,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向草間町,字日雇取,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向草間町,字向郷,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向草間町,字向中,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向草間町,字向西,46～64-9999,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向草間町,字向西,65～67-9999,,芦原校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向草間町,字向西,68～73-9999,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
向草間町,字向西,117～166-9999,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
牟呂町,字市場,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字市道,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字一本木,1～7-9999,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字一本木,12～25-9999,,花田校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
牟呂町,字一本木,26～28-1,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字一本木,28-2～28-3,,花田校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
牟呂町,字一本木,29～80-9999,,花田校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
牟呂町,字内田,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字大海津,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字扇田,,,羽根井校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
牟呂町,字大塚,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字大西,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字奥山,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字奥山新田,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字桶口下,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字北汐田,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字公文,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字古田,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字古幡焼,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字郷社,1～2-1,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字郷社,2-2～2-31,,花田校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
牟呂町,字郷社西,花田校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,花田校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
牟呂町,字郷社西,牟呂校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字境松,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字坂津,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字作神,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字水神,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字大師孝,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字田成,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字築根,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字外神,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字中西,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字中村,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字西明治圦添,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字西明治沖坪,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字西明治川東,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字西明治源助堀,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字西明治新右前,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字西明治大道下,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字八王子,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字東里,1～22-9999,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
牟呂町,字東里,23～65-9999,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字東明治圦裏,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字東明治沖坪,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字東明治川添,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字東明治郷下,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字東明治橋下,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字百間,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字真裏口,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字松崎,1～22-9999,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字松崎,23～46-9999,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
牟呂町,字松島,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字松島東,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字松東,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字三ッ山,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂町,字南汐田,,,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
牟呂町,字若宮,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂市場町,,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂大西町,,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂公文町,,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂水神町,,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂外神町,,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
牟呂中村町,,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
森岡町,,,,玉川校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
柳生町,,,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
八通町,,,,羽根井校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
山田町,,,,栄校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
山田一番町～三番町,,,,栄校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
弥生町,字中原,,,栄校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
弥生町,字西豊和,,,栄校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
弥生町,字東豊和,,,栄校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
弥生町,字松原,,,幸校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
有楽町,,,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
横須賀町,,,,津田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
吉川町,,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
吉前町,,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
若松町,,,,野依校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/02/02#28,2026/01/28#28,2026/01/26#56,2026/02/16#56
